train_loss,epoch,step,val_loss,val_acc,train_acc
0.7547475695610046,0,49,,,
0.7018315196037292,0,99,,,
0.7295582294464111,0,149,,,
0.7876204252243042,0,199,,,
0.7027806639671326,0,249,,,
0.6536074876785278,0,299,,,
0.6444929838180542,0,349,,,
0.7708552479743958,0,399,,,
0.8425410985946655,0,449,,,
,0,449,0.7665260434150696,0.42250001430511475,
,0,449,,,0.42597222328186035
0.6264575123786926,1,499,,,
0.6293400526046753,1,549,,,
0.5505667924880981,1,599,,,
0.5621781945228577,1,649,,,
0.42280033230781555,1,699,,,
0.5722718238830566,1,749,,,
0.515764594078064,1,799,,,
0.6047476530075073,1,849,,,
0.5896482467651367,1,899,,,
,1,899,0.5691006183624268,0.6987500190734863,
,1,899,,,0.6774305701255798
0.570552408695221,2,949,,,
0.46994051337242126,2,999,,,
0.6603994369506836,2,1049,,,
0.570000946521759,2,1099,,,
0.5527298450469971,2,1149,,,
0.6405605673789978,2,1199,,,
0.5664350390434265,2,1249,,,
0.37986963987350464,2,1299,,,
0.49080002307891846,2,1349,,,
,2,1349,0.5136719942092896,0.7475000023841858,
,2,1349,,,0.7413194179534912
0.37151995301246643,3,1399,,,
0.4247388243675232,3,1449,,,
0.6084691286087036,3,1499,,,
0.387383371591568,3,1549,,,
0.682737410068512,3,1599,,,
0.28734493255615234,3,1649,,,
0.2515415847301483,3,1699,,,
0.3824348449707031,3,1749,,,
0.3164621889591217,3,1799,,,
,3,1799,0.4615923762321472,0.7900000214576721,
,3,1799,,,0.7772916555404663
0.587939977645874,4,1849,,,
0.32942113280296326,4,1899,,,
0.567949116230011,4,1949,,,
0.3398551642894745,4,1999,,,
0.3857799768447876,4,2049,,,
0.5082155466079712,4,2099,,,
0.5874407291412354,4,2149,,,
0.337767094373703,4,2199,,,
0.40035685896873474,4,2249,,,
,4,2249,0.4472752511501312,0.7931249737739563,
,4,2249,,,0.7968055605888367
0.28388428688049316,5,2299,,,
0.36869102716445923,5,2349,,,
0.41391676664352417,5,2399,,,
0.6424900889396667,5,2449,,,
0.44828489422798157,5,2499,,,
0.7545362710952759,5,2549,,,
0.40648603439331055,5,2599,,,
0.3883713185787201,5,2649,,,
0.394670695066452,5,2699,,,
,5,2699,0.43841466307640076,0.809374988079071,
,5,2699,,,0.8179166913032532
0.40936702489852905,6,2749,,,
0.4888463020324707,6,2799,,,
0.3246437907218933,6,2849,,,
0.41221877932548523,6,2899,,,
0.35168924927711487,6,2949,,,
0.41689568758010864,6,2999,,,
0.5054400563240051,6,3049,,,
0.4196646809577942,6,3099,,,
0.32419276237487793,6,3149,,,
,6,3149,0.40805599093437195,0.8224999904632568,
,6,3149,,,0.8292360901832581
0.3819461762905121,7,3199,,,
0.41042765974998474,7,3249,,,
0.47589370608329773,7,3299,,,
0.3593329191207886,7,3349,,,
0.3273988664150238,7,3399,,,
0.2488125115633011,7,3449,,,
0.32655081152915955,7,3499,,,
0.3434397876262665,7,3549,,,
0.3766160309314728,7,3599,,,
,7,3599,0.39825138449668884,0.831250011920929,
,7,3599,,,0.8360416889190674
0.3781959116458893,8,3649,,,
0.6338561177253723,8,3699,,,
0.3888012766838074,8,3749,,,
0.3244575262069702,8,3799,,,
0.4087773859500885,8,3849,,,
0.585737943649292,8,3899,,,
0.4571531116962433,8,3949,,,
0.3580961525440216,8,3999,,,
0.3059762120246887,8,4049,,,
,8,4049,0.3642770051956177,0.846875011920929,
,8,4049,,,0.847569465637207
0.40786442160606384,9,4099,,,
0.40550497174263,9,4149,,,
0.5904967784881592,9,4199,,,
0.344251424074173,9,4249,,,
0.1823546141386032,9,4299,,,
0.4369308054447174,9,4349,,,
0.33920934796333313,9,4399,,,
0.45544952154159546,9,4449,,,
0.5009113550186157,9,4499,,,
,9,4499,0.3995745778083801,0.8224999904632568,
,9,4499,,,0.850902795791626
