train_loss,epoch,step,val_loss,val_acc,train_acc
0.7514271140098572,0,49,,,
0.5576781630516052,0,99,,,
0.4757443070411682,0,149,,,
0.5730730295181274,0,199,,,
0.5488634705543518,0,249,,,
0.5848192572593689,0,299,,,
0.6399868726730347,0,349,,,
0.4722183346748352,0,399,,,
0.368008017539978,0,449,,,
,0,449,0.5045555233955383,0.765625,
,0,449,,,0.7290277481079102
0.5098142623901367,1,499,,,
0.4577684700489044,1,549,,,
0.3566237688064575,1,599,,,
0.35357946157455444,1,649,,,
0.2632080316543579,1,699,,,
0.5850164890289307,1,749,,,
0.5554639101028442,1,799,,,
0.49667078256607056,1,849,,,
0.5410443544387817,1,899,,,
,1,899,0.42751744389533997,0.8037499785423279,
,1,899,,,0.7866666913032532
0.4569416344165802,2,949,,,
0.3990815579891205,2,999,,,
0.442251056432724,2,1049,,,
0.5574488043785095,2,1099,,,
0.49274003505706787,2,1149,,,
0.5980687141418457,2,1199,,,
0.4946982264518738,2,1249,,,
0.32124796509742737,2,1299,,,
0.3274725079536438,2,1349,,,
,2,1349,0.39083003997802734,0.8356249928474426,
,2,1349,,,0.8195833563804626
0.267797589302063,3,1399,,,
0.303458034992218,3,1449,,,
0.29797235131263733,3,1499,,,
0.3677275478839874,3,1549,,,
0.6269448399543762,3,1599,,,
0.15126706659793854,3,1649,,,
0.3348531126976013,3,1699,,,
0.4223652184009552,3,1749,,,
0.24388356506824493,3,1799,,,
,3,1799,0.3961887061595917,0.8362500071525574,
,3,1799,,,0.8388194441795349
0.3621445596218109,4,1849,,,
0.27701959013938904,4,1899,,,
0.5554355978965759,4,1949,,,
0.21557512879371643,4,1999,,,
0.2266922891139984,4,2049,,,
0.4648307263851166,4,2099,,,
0.679607629776001,4,2149,,,
0.24903087317943573,4,2199,,,
0.39349889755249023,4,2249,,,
,4,2249,0.37772291898727417,0.8512499928474426,
,4,2249,,,0.8472222089767456
0.17951825261116028,5,2299,,,
0.3205086588859558,5,2349,,,
0.31186628341674805,5,2399,,,
0.4554194211959839,5,2449,,,
0.36274001002311707,5,2499,,,
0.6150752305984497,5,2549,,,
0.20724345743656158,5,2599,,,
0.25680193305015564,5,2649,,,
0.31153276562690735,5,2699,,,
,5,2699,0.37229329347610474,0.8443750143051147,
,5,2699,,,0.8590278029441833
0.2633998394012451,6,2749,,,
0.49684029817581177,6,2799,,,
0.2705369293689728,6,2849,,,
0.3642757833003998,6,2899,,,
0.3260278105735779,6,2949,,,
0.3710974156856537,6,2999,,,
0.44002270698547363,6,3049,,,
0.5151442289352417,6,3099,,,
0.24329730868339539,6,3149,,,
,6,3149,0.35438960790634155,0.8656250238418579,
,6,3149,,,0.8650694489479065
0.279170423746109,7,3199,,,
0.3048420250415802,7,3249,,,
0.40575605630874634,7,3299,,,
0.3049677014350891,7,3349,,,
0.2280210256576538,7,3399,,,
0.1938353329896927,7,3449,,,
0.24124811589717865,7,3499,,,
0.23584124445915222,7,3549,,,
0.28273218870162964,7,3599,,,
,7,3599,0.3692238926887512,0.856249988079071,
,7,3599,,,0.8704166412353516
0.2857823669910431,8,3649,,,
0.4731682538986206,8,3699,,,
0.34148621559143066,8,3749,,,
0.31956741213798523,8,3799,,,
0.3332652747631073,8,3849,,,
0.6007019281387329,8,3899,,,
0.4631040096282959,8,3949,,,
0.20931433141231537,8,3999,,,
0.2401822805404663,8,4049,,,
,8,4049,0.3610149025917053,0.8531249761581421,
,8,4049,,,0.8743749856948853
0.410268634557724,9,4099,,,
0.538567841053009,9,4149,,,
0.6162572503089905,9,4199,,,
0.38519108295440674,9,4249,,,
0.10908650606870651,9,4299,,,
0.3237690031528473,9,4349,,,
0.323185533285141,9,4399,,,
0.2531394064426422,9,4449,,,
0.3708512783050537,9,4499,,,
,9,4499,0.37069016695022583,0.8556249737739563,
,9,4499,,,0.8776388764381409
0.3101363480091095,10,4549,,,
0.17134027183055878,10,4599,,,
0.725380003452301,10,4649,,,
0.3910505175590515,10,4699,,,
0.2933153510093689,10,4749,,,
0.5231210589408875,10,4799,,,
0.13732102513313293,10,4849,,,
0.22908596694469452,10,4899,,,
0.22588062286376953,10,4949,,,
,10,4949,0.35361233353614807,0.875,
,10,4949,,,0.8788889050483704
0.5430616736412048,11,4999,,,
0.16594168543815613,11,5049,,,
0.35688334703445435,11,5099,,,
0.2839867174625397,11,5149,,,
0.49034878611564636,11,5199,,,
0.2600753605365753,11,5249,,,
0.44993215799331665,11,5299,,,
0.468264102935791,11,5349,,,
0.16143184900283813,11,5399,,,
,11,5399,0.3196503818035126,0.8725000023841858,
,11,5399,,,0.8878472447395325
0.33597901463508606,12,5449,,,
0.09643863886594772,12,5499,,,
0.21373727917671204,12,5549,,,
0.33614492416381836,12,5599,,,
0.30145421624183655,12,5649,,,
0.14502346515655518,12,5699,,,
0.12481501698493958,12,5749,,,
0.3547615706920624,12,5799,,,
0.41751834750175476,12,5849,,,
,12,5849,0.31788644194602966,0.875,
,12,5849,,,0.8904861211776733
0.3195228576660156,13,5899,,,
0.26001855731010437,13,5949,,,
0.36707139015197754,13,5999,,,
0.3669109344482422,13,6049,,,
0.25585269927978516,13,6099,,,
0.17643490433692932,13,6149,,,
0.13800786435604095,13,6199,,,
0.34714221954345703,13,6249,,,
0.1870216578245163,13,6299,,,
,13,6299,0.3458727300167084,0.8650000095367432,
,13,6299,,,0.8856944441795349
0.33691373467445374,14,6349,,,
0.4117031693458557,14,6399,,,
0.43003925681114197,14,6449,,,
0.3812597393989563,14,6499,,,
0.1400950849056244,14,6549,,,
0.29589688777923584,14,6599,,,
0.3446212410926819,14,6649,,,
0.26817983388900757,14,6699,,,
0.14585746824741364,14,6749,,,
,14,6749,0.33195945620536804,0.8762500286102295,
,14,6749,,,0.8895833492279053
0.4445846378803253,15,6799,,,
0.350401908159256,15,6849,,,
0.21628965437412262,15,6899,,,
0.2111063152551651,15,6949,,,
0.35900840163230896,15,6999,,,
0.14071330428123474,15,7049,,,
0.2640884816646576,15,7099,,,
0.2799387276172638,15,7149,,,
0.3874834179878235,15,7199,,,
,15,7199,0.3644556701183319,0.8774999976158142,
,15,7199,,,0.8943055272102356
0.36795398592948914,16,7249,,,
0.2535635232925415,16,7299,,,
0.3277248740196228,16,7349,,,
0.2714211046695709,16,7399,,,
0.8559936881065369,16,7449,,,
0.14782088994979858,16,7499,,,
0.21221712231636047,16,7549,,,
0.32999756932258606,16,7599,,,
0.14271293580532074,16,7649,,,
,16,7649,0.3567294180393219,0.8743749856948853,
,16,7649,,,0.9002777934074402
0.18250778317451477,17,7699,,,
0.26705634593963623,17,7749,,,
0.1954529881477356,17,7799,,,
0.1540747880935669,17,7849,,,
0.1810838282108307,17,7899,,,
0.3030792474746704,17,7949,,,
0.437244713306427,17,7999,,,
0.37640032172203064,17,8049,,,
0.37401142716407776,17,8099,,,
,17,8099,0.3184431195259094,0.8918750286102295,
,17,8099,,,0.8988194465637207
0.2716255486011505,18,8149,,,
0.28979870676994324,18,8199,,,
0.320508748292923,18,8249,,,
0.2701576054096222,18,8299,,,
0.2938944697380066,18,8349,,,
0.19566786289215088,18,8399,,,
0.5562331080436707,18,8449,,,
0.4646255373954773,18,8499,,,
0.13766926527023315,18,8549,,,
,18,8549,0.3493337333202362,0.8687499761581421,
,18,8549,,,0.8999999761581421
0.4367620646953583,19,8599,,,
0.17491330206394196,19,8649,,,
0.2387891560792923,19,8699,,,
0.20280136168003082,19,8749,,,
